name,platform,release_date,summary,metascore,userscore
Open Season,PlayStation 2,"September 19, 2006","Team up with a cast of crazy critters, unleashing your animal instincts in Open Season, the game – a riotous romp in the great outdoors in which a rowdy brood of forest animals turns the tables on a bunch of unsuspecting hunters.  When a domesticated grizzly named Boog gets lured into leaving the creature comforts of home by a fast-talking mule deer named Elliott, he finds himself lost in the woods just three days before hunting season begins. Forced to ""rough it"" in the great outdoors, Boog goes native, rallying all the forest animals to take back their home and send the hunters packing. Interact with Beth, Shaw, and all your animal favorites from the Open Season film. Throw skunk bombs, hurl rabbits, use acorn-firing squirrels, and pull outrageous woodland pranks to scare the pants off the hunters. Roll in a giant snowball, ride the rapids on a floating outhouse, zip through tunnels in a crazy mine cart ride, and take on more madcap adventures as Boog discovers how to go from ""Mild"" to ""Wild"". Challenge your friends or team up together in 4-player mini-games. [Ubisoft]",57,tbd
Orphen: Scion of Sorcery,PlayStation 2,"October 23, 2000","As Orphen, the powerful but lazy sorcerer, you're always thought being a hero was too much work. But now you don't have a choice. Harnessed into a risky adventure, you must use your dark powers to help your desperate companions resolve their unique quests.",54,7.3
OutRun 2006: Coast 2 Coast,PlayStation 2,"April 25, 2006","OutRun 2006: Coast to Coast features a choice of 15 fully licensed Ferrari models, featuring the all-new F430 and F430 Spider, as well as the dazzling Superamerica and the stunning 550 Barchetta. Power your way across 15 new American themed environments from the ""OutRun2 SP"" arcade experience. Race from coast to glorious coast with a fresh new mission structure, a license mode and online play, with up to 6 players for a thrilling head-to-head journey. [Sega]",81,8.5
Outlaw Golf 2,PlayStation 2,"November 25, 2004","The shameless bunch from the Outlaw series returns to the repressed world of golf with their outrageously twisted antics. Bodacious babes and deviant dudes take to the course and give a whole new meaning to ?playing from the rough.? Anyone and everyone can grab some balls and spin, hook and slice their way into the action online, where a state-of-the-art golf engine and 10 over-the-top characters turn boring old golf into a rowdy and tasteless display of uninhibited fun.",63,tbd
Outlaw Tennis,PlayStation 2,"July 26, 2005","Outlaw Tennis is a top quality tennis sim combined with the outrageous characters, play modes and humor of the Outlaw series of games. The Fighting/composure system that is unique to the Outlaw series adds a whole new dimension to the otherwise conservative world of tennis. Get ready to hit the courts, beat the daylights out of your opponent and cause a ""racquet"". Features 16 playable characters, customizable outfits and accessories. 6 improvable attributes: Power, Endurance, Control, Serve, Accuracy, Speed. 12 courts - 10 regular unlockable courts, 1 drill court, 1 surprise court. Dynamic Weather- patterns include sunshine, rain (thunder & lightning), snow and fog. Multiple Surface Types – Including Concrete, Black Top, Hard Polished Wood, Indoor Carpet Marble, Clay, Dirt, Natural Grass and Snow. 7 Match Modes including: Classic Tennis, Hot Potato, Casino, Baseball, Football Rules, Cash Zones, and Ping-Pong. [Globa Star]",67,tbd
Outlaw Volleyball Remixed,PlayStation 2,"May 17, 2005","Choose your team, choose your court, choose your bikini and then serve up the attitude. Scantily-clad babes and seriously twisted dudes bring their famous ""Outlaw"" vibe onto the court as they bump, set, spike, AND throw punches on their way to total victory. Outlaw Volleyball provides fast, furious, and uncouth action via PS2's network adapter and everyone can experience the outrageous humor and fantastic gameplay that the ""Outlaw"" gang is known for. Features 17 half-naked characters with differing talents and playing styles; 12 offbeat courts including jailhouse, jungle, sewer, and of course, a beach; Over 50 skimpy outfits per character, including string bikinis; Powerful volleyball engine! Set, jump, spike with the best of them. Gain MOMENTUM for Turbo Moves by playing well or by literally beating up your opponents. Build your character's skills with unique mini-games and drills. [Global Star]",57,tbd
Over the Hedge,PlayStation 2,"May 9, 2006","When a housing development intrudes on their woodland habitat and an opossum is kidnapped by an evil exterminator, three wise-cracking rodents and one very neurotic reptile invade the 'burbs in a quest to rescue their friend. Battle the exterminator and his army of mind-controlled mammals, and save the forest (and your own hide) from the world’s peskiest critter-man. [Activision]",58,8.5
P.T.O. IV: Pacific Theater of Operations,PlayStation 2,"February 3, 2003","The lastest in the ""Pacific Theater of Operations"" Series, P.T.O. IV is based on actuall World War II events. Order German Wolfpack Ops through the North Sea. Launch devastating fighter attacks on Leyte Gulf and establish supply lines to the South Pacific. Deploy Royal Navy cruisers to intercept Japanese dive-bombers off the coast of Ceylon - every conquest is one step closer to victory!",71,5.5
PDC World Championship Darts 2008,PlayStation 2,"June 16, 2009","(Currently available in the UK/EU only)  Go head-to-head with the greatest PDC Champions and be part of the year’s most fierce console Championship with PDC World Championship Darts 2008. Starring even more Champions, the full line up of electrifying tournaments, exceptional graphic enhancements, even more play modes and additional formats - PDC World Championship Darts is back for 2008. The first ten to be announced include Phil ‘The Power’ Taylor, the greatest player ever to throw a dart, winning his 13th World Championship title in 2006. Raymond ‘The Man’ van Barneveld, the current World Champion who defeated Taylor in the greatest ever final in January 2007. Also starring in the game are Colin ‘Jaws’ Lloyd, the number one player in the world in 2004 and 2005, winning two major titles along the way, Peter ‘One Dart’ Manley, double World Champion John ‘Darth Maple’ Part from Canada and the ever-popular Wayne “Hawaii 501” Mardle. [Oxygen Games]",47,tbd
PaRappa the Rapper,PlayStation,"October 31, 1997",Help Parappa rap with the best of the master rappers and straight into Sunny's heart. Guaranteed you'll be singin' and dancin' along with Parappa and his pals to the most fun of mixes.,92,7.6
