name,platform,release_date,summary,metascore,userscore
Ground Zero: Texas - Nuclear Edition,PlayStation 4,"March 2, 2021","The chopper kicks up dust as it sets down. Through the haze of dirt and grit you make out El Cadron, a shabby, little Texas border town. It looks quiet enough, but folks have been disappearing. As a tactical weapons expert, you soon discover it's crawling with aliens disguised as humans. Welcome to Ground Zero Texas. Armed with four BattleCams outfitted with a particle beam that stuns the aliens and a RoverCam used to search out the Reticulan weapon stash, you're into a sci-fi, wild west gun fest. ",tbd,tbd
Growlanser Generations,PlayStation 2,"December 7, 2004","Growlanser: Generations is a 2-disc compilation from Working designs which consists of two highly regarded strategy RPGs. ""Growlanser II: The Sense of Justice"" introduces players to a special world of melee and magic, where rings become weapons and war threatens to shatter the peace of three neighboring kingdoms at any moment. Players are allowed control of Wein Cruz and up to seven of his companions in battles of ever-increasing size, complexity, and importance against forces that are as devious as they are strong. ""Growlanser III: The Dual Darkness,"" the revealing third chapter in the Growlanser saga, takes players back to the beginning of the Growlanser universe. Back to a world being consumed by darkness, forcing its inhabitantants to seek a way to leave the world behind. Unfortunately, forces are gathering to prevent anyone from surviving the coming apocalypse. As Slayn, the player must find the source of the black scourge falling across the land and stop the plot that will result in mass genocide. A strong cast of supporting characters can be gathered during the quest, and they provide assistance, both in battle and with information gathered during the hours of spoken dialogue present in the game. [Working Designs]",81,8.9
Guess Colors,PC,"December 8, 2020","Guess Colors is a minimalist puzzle game we used to play in the childhood.
",tbd,tbd
Gun,PC,"November 8, 2005","Set in the untamed West of the late-1800s, GUN is a free-roaming action-adventure game that takes players to a world without laws where greed, lust and murder are rampant. As Colton White, a vengeful gunslinger, players must straddle the line between good and evil as they showdown against corrupt lawmen, a murderous preacher, renegade army psychopaths, merciless outlaws and unforgiving Native Americans, while waging war on horseback, collecting bounties, and commandeering trains. Players travel through an action-packed landscape of high mountain wilderness, deserts and bustling territorial towns in an epic story of betrayal, greed, and revenge. Multiple gameplay styles include: strategic gunplay and precision shooting, stealth tactics, and use of explosives. Embark on numerous side missions to master gun slinging and horse riding. Players can unlock secret weapons and upgrade skills and abilities to improve their weapon and equipment performance. [Activision]",76,7.9
Gun Gun Pixies,Switch,"September 10, 2019",A Third Person Shooter with a Twist! Tiny but mighty alien shooters come to save their planet by invading a girl's dormitory.,46,tbd
Gunkid 99,Xbox One,"November 10, 2021","Gunkid 99 is a fast and frantic SCORE CHASER shoot'em up platformer inspired by Super Crate Box and arcade style games. The goal of the game is to earn as high a score as you can by collecting weapon drops throughout a run (and thereby changing your weapon in the process). Unlock and play across numerous hand-crafted stages in two modes, dodging level hazards and fighting off a unique garden variety of enemies.

There are multiple hand-crafted stages across 5 different chapters that unlock as you progress. Each stage has a different layout with its own set and combinations of enemies, so craft your own unique play-styles and develop crazy combos for each stage with the numerous weapons and abilities at your disposal. Lay waste to endless hordes of enemies and compete for the High Score with your friends or on global leaderboards.",tbd,tbd
Guns and Roses,PC,"February 23, 2022","""Black Rose"" is a private military organization that targets terrorist organizations. Its board of directors is composed of many beautiful girls, and its chairman is called Ai Qing. It was commissioned by an international anti-terrorist organization and participated in the operation against an international terrorist organization (Grey Parliament), but unexpectedly suffered a tragic attack, and the organization suffered heavy casualties. So they had to invite you, a seasoned, well-limbed, muscular veteran, Jones (Jones Warren), to assist them in their fight against the terror group.

This game is a first-person shooting adventure game. There are rich levels and battles waiting for players. Players will experience a shooting game that is different from traditional shooting games until the final victory.",tbd,tbd
H-Rescue,PC,"January 29, 2020","You want the girls ? You want to become a Hero ? You have to rescue em all ! H-Rescue is a game that combines match-2, simple puzzle and beauties. How the story goes is base on your choices, and the fate of the girls will be in your hands. Beware the bad choices. But first, CAN YOU RESCUE EM ALL?

In an investigation of the missing girls, our main character and his support mage uncover a strange event in a cave. Meet the captured girls, rescue them, learn more about each girl's story, and decide their fate. And this choice will completely changed his life.",tbd,tbd
H.P. Lovecraft's - Kingsport Festival: Rituals of Mysteries,iOS,"January 31, 2015",,tbd,tbd
HANDMADE CARPROGRAM,PC,"March 15, 2021","Develop software with fun, game-like programming.

With this application, there's no need for you to know any technical terms. You'll set up things like houses and tools, without using hardly any words, just like a simulation game.

This becomes an act of programming, and as a result, you'll be able to develop software.

Create games and software of your own imagining by thinking outside the box, and then release them out into the world.",tbd,tbd
HERO YOUSEIJYO,PC,"July 19, 2022",,tbd,tbd
HIVE (2020),PC,"July 30, 2020","Welcome to HIVE!

Survive waves of evil Hive-members, giant bosses, all while unraveling the mystery of how your world was taken over only four months ago. You'll need to fight off the horde, maintain your Fortitude - or face the consequences. Search for clues, or go in guns blazing and save your planet.",tbd,tbd
Hajji Tours,PC,"January 26, 2021","Hajji Tours is a cultural application for learning and visiting the rites of the sacred pilgrimage and of the small pilgrimage also called 'Omra. Visit the Mecca(soon) and Medina freely in every nook as if you were there!
",tbd,tbd
Halloween: Trick or Treat 2,PC,"October 8, 2015","Have fun at the Halloween fair

Halloween : Trick or Treat 2 is a superb HOG full of highly original scenes with lots of puzzles & mini games. Theres a Shopping Mall, Witchs house, Halloween Fairground, Pirate ship and much more. The guys go Trick or Treating and see pumpkins and skeletons, witches, bats and ghosts all over the place. At the Halloween Fair they ride Bumper Cars, the Ghost Train and visit Draculas amazing Castle before been captured by Pirates.

This is a highly creative game that will suit players of all ages. A New skill game gives you points based on your reaction time and there is a hi score table to show family and friends.",tbd,tbd
Halo Infinite,Xbox Series X,"December 8, 2021","When all hope is lost and humanity’s fate hangs in the balance, the Master Chief is ready to confront the most ruthless foe he’s ever faced. Begin anew and step inside the armor of humanity’s greatest hero to experience an epic adventure and finally explore the scale of the Halo ring itself.",87,7.9
