name,platform,release_date,summary,metascore,userscore
Buzz! Junior: Jungle Party,PlayStation 2,"October 2, 2007","Take control of a mischievous monkey to challenge your friends and become ""King of the Jungle."" Use the Buzz! Buzzers to take part in the fast, fun and frantic action. Mini-games galore: Risk your neck in a lions mouth, pelt coconuts at menacing tortoises or enjoy some ""farty"" time when relaxing in the jungle Jacuzzi (but beware of the head bashing gorilla!). [Sony]",70,8.0
Buzz! Junior: Jungle Party,PlayStation 3,"March 12, 2009","Take control of a mischievous monkey to challenge your friends and become ""King of the Jungle."" Use the Buzz! Buzzers to take part in the fast, fun, and frantic action. Minigames galore: Risk your neck in a lion's mouth, pelt coconuts at menacing tortoises, or enjoy some ""farty"" time when relaxing in the jungle Jacuzzi (but beware of the head-bashing gorilla!).",tbd,tbd
Buzz! Junior: Monster Rally,PlayStation 3,"October 15, 2009","Scare up some mayhem! BUZZ! Junior: Monster Rally lets you choose a monster to explore the dark, spooky Monster Mansion. Now for the PlayStation3 system, BUZZ! Junior: Monster Rally provides 4-way mischievous action and lets players fully customize their Monsters.

- Compatible with BUZZ! buzzers or PlayStation3 system controllers
- Fun and accessible to all ages!
- Play through 5 simple and hiliarious mini-games from the original PS2 game
- Up to 4-player monstrous mayhem",tbd,tbd
Buzz! Junior: Monster Rumble,PlayStation 2,"October 31, 2007",(Currently available in the UK/EU only)  Up to four players can compete in a series of challenges to prove which of the monsters is top of the pile.,71,6.8
Buzz! Junior: RoboJam,PlayStation 3,"July 9, 2009",A wacky collection of minigames for kids that you play with a buzzer.,tbd,tbd
Buzz! Junior: RoboJam,PlayStation 2,"March 11, 2008","Buzz! Junior: RoboJam features four cute robots competing in a number of ridiculous and funny challenges to become Robot of the Month. You'll need quick reactions in order to help them battle their way through a hilarious collection of great new games. These include dodging the rockets of top military droids on the firing range, becoming crash test dummies for the day, and dancing the night away with an enormous singing alien octopus. The hapless robot pals compete against each other in an every-bot-for-himself competition. Gain the greatest number of nuts for your robot by the end of the challenge to win! When less than four players are available, or even when only one person is playing, Buzz! Junior: RoboJam, allows players to participate in the full 4-player mode and have the most possible fun. 1-4 player Buzzer bashing fun, select from four Robots which have different colours and characteristics. 25 great games giving even more Buzz! Junior humour (all with a whiff of diesel oil). [Sony]",62,tbd
Buzz! Quiz TV,PlayStation 3,"September 23, 2008","Buzz!, the popular quiz show franchise, makes its way for the first time to the Playstation 3 with BUZZ! Quiz TV. Developed by Relentless Software, BUZZ! Quiz TV comes packed with BUZZ! wireless buzzer peripherals for an easy, pick-up-and-play game show experience. Combining to deliver over 5,000 questions divided into five different genre channels (Music, Movies & TV, Sports, Brainiac and Lifestyle), the new Channel Hopper mode allows players to switch between the different categories of questions in order to play a variety of quizzes that lets all your friends get into the action. [SCEA]",80,7.2
Buzz! Quiz World,PlayStation 3,"November 11, 2009",Buzz! Quiz World is back with another iteration of the ultra-realistic quiz show experience on the PS3.,80,7.9
Buzz! The Hollywood Quiz,PlayStation 2,"March 11, 2008","It's been a fun game to make too. When drawing on inspiration for a Hollywood game you don't have to look very far. If you imagined Buzz at the Oscars then you have some idea of the direction we've taken it: out goes the TV studio and in come the dancing girls, the red velvet curtains, the search lights and the statuettes. Of course (lawyers take note), Buzz isn't at the Oscars themselves, but at a similarly auspicious ceremony nearby. [Relentless Software]",77,7.5
Buzz! The Mega Quiz,PlayStation 2,"October 30, 2007","The ratings just keep rising, so Buzz is back with a new general knowledge show to keep all quiz fiends satisfied. Buzz! The Mega Quiz is bursting with new videos, music and photos, and an all-new database of 5,000 questions. The studio and presentation have been spruced up and Buzz is just as stylish as always. New rounds have been added alongside some old favourites, with the finale revamped for an even more exciting conclusion. With all this, plus refined multiplayer features, this title is set to tax even the most hardened quiz fan. Featuring all-new round types, including Point Picker, Winner Stays On and The Final Countdown, Buzz has also worked with producers to develop ""Mystery Games"" - special rounds where he takes to centre stage and challenges the contestants to take him on. These special rounds give Buzz the opportunity to show off his multi-talented nature as a card shark, horse trainer and all-round raconteur. [SCEE]",75,8.5
C-12: Final Resistance,PlayStation,"July 22, 2002","The population is threatened with near extinction as hostile alien forces ravage the planet, converting human survivors into cyborg warriors. Working against all odds and armed with an Alien Imaging Unit that has replaced his left eye, Resistance fighter Lt. Riley Vaghan must use firepower, stealth, intelligence and sheer determination to save humankind from impeding doom.",63,8.2
CART Fury Championship Racing,PlayStation 2,"May 25, 2001","In the tradition of ""NBA Jam"" and ""NFL Blitz,"" Midway brings its over-the-top arcade style to the CART circuit in one of their most anticipated titles.  The game is FAST and chock full 'o collisions, pile-ups, and power boosts.",58,6.3
CID The Dummy,PlayStation 2,"July 7, 2009","CID THE DUMMY is a platform game that grabs you straight away with its amusing blend of action and puzzle-filled gameplay. Based around the multiple opportunities for a Crash Impact Dummy to get into mischief, the game blends classic platform elements such as timed jumps, collecting pick-ups, defeating enemies, and challenging boss battles with more cerebral elements such as puzzles, clever weapon use and route finding.",tbd,4.8
CMT Presents: Karaoke Revolution Country,PlayStation 2,"March 21, 2006","Karaoke Revolution goes country for the first time as Konami partners with Country Music Television to deliver the first-ever karaoke game dedicated to a specific music genre. Featuring 35 songs -- including classics like The Gambler and Stand By Your Man, and recent hits like Redneck Woman, Save A Horse (Ride A Cowboy), and When The Sun Goes Down, CMT Presents: Karaoke Revolution Country is the hottest new addition to the Karaoke Revolution series. The game will let country music fans sing with – and compete against – friends with the two microphone mode to perform duets, and expanded multiplayer and party modes that are sure to enhance any party. Additionally, Karaoke Revolution Country provides support for the EyeToyUSB Camera so players can create a 3D model of their own head and watch as they perform on stage. [Konami]",71,tbd
